billing_product_id,attribute_name,attribute_value
BP00798,Asset ID,SAS00798
BP00798,Access Line ID,AL000798
BP00798,Circuit ID,CIR000798
BP00799,Asset ID,SAS00799
BP00799,Access Line ID,AL000799
BP00799,Circuit ID,CIR000799
BP00800,Asset ID,ORPHAN_AS00800
BP00800,Access Line ID,ALX000800
BP00800,Circuit ID,CIR000800
BP00801,Asset ID,SAS00801
BP00801,Access Line ID,AL000801
BP00801,Circuit ID,CIR000801
BP00802,Asset ID,SAS00802
BP00802,Access Line ID,AL000802
BP00802,Circuit ID,CIR000802
BP00803,Asset ID,ORPHAN_AS00803
BP00803,Access Line ID,AL000803
BP00803,Circuit ID,CIR000803
BP00804,Asset ID,SAS00804
BP00804,Access Line ID,AL000804
BP00804,Circuit ID,CIR000804
BP00805,Asset ID,ORPHAN_AS00805
BP00805,Access Line ID,AL000805
BP00805,Circuit ID,CIR000805
BP00806,Asset ID,SAS00806
BP00806,Access Line ID,AL000806
BP00806,Circuit ID,CIR000806
BP00807,Asset ID,SAS00807
BP00807,Access Line ID,AL000807
BP00807,Circuit ID,CIR000807
BP00808,Asset ID,SAS00808
BP00808,Access Line ID,AL000808
BP00808,Circuit ID,CIR000808
BP00809,Asset ID,SAS00809
BP00809,Access Line ID,AL000809
BP00809,Circuit ID,CIR000809
BP00810,Asset ID,SAS00810
BP00810,Access Line ID,AL000810
BP00810,Circuit ID,CIR000810
BP00811,Asset ID,SAS00811
BP00811,Access Line ID,AL000811
BP00811,Circuit ID,CIR000811
BP00812,Asset ID,SAS00812
BP00812,Access Line ID,AL000812
BP00812,Circuit ID,CIR000812
BP00813,Asset ID,SAS00813
BP00813,Access Line ID,ALX000813
BP00813,Circuit ID,CIR000813
BP00814,Asset ID,SAS00814
BP00814,Access Line ID,AL000814
BP00814,Circuit ID,CIR000814
BP00815,Asset ID,SAS00815
BP00815,Access Line ID,AL000815
BP00815,Circuit ID,CIR000815
BP00816,Asset ID,SAS00816
BP00816,Access Line ID,AL000816
BP00816,Circuit ID,CIR000816
BP00817,Asset ID,SAS00817
BP00817,Access Line ID,AL000817
BP00817,Circuit ID,CIR000817
BP00818,Asset ID,SAS00818
BP00818,Access Line ID,AL000818
BP00818,Circuit ID,CIR000818
BP00819,Asset ID,SAS00819
BP00819,Access Line ID,AL000819
BP00819,Circuit ID,CIR000819
BP00820,Asset ID,SAS00820
BP00820,Access Line ID,AL000820
BP00820,Circuit ID,CIR000820
BP00821,Asset ID,SAS00821
BP00821,Access Line ID,AL000821
BP00821,Circuit ID,CIR000821
BP00822,Asset ID,SAS00822
BP00822,Access Line ID,AL000822
BP00822,Circuit ID,CIR000822
BP00823,Asset ID,SAS00823
BP00823,Access Line ID,AL000823
BP00823,Circuit ID,CIR000823
BP00824,Asset ID,ORPHAN_AS00824
BP00824,Access Line ID,AL000824
BP00824,Circuit ID,CIR000824
BP00825,Asset ID,SAS00825
BP00825,Access Line ID,AL000825
BP00825,Circuit ID,CIR000825
BP00826,Asset ID,ORPHAN_AS00826
BP00826,Access Line ID,AL000826
BP00826,Circuit ID,CIR000826
BP00827,Asset ID,SAS00827
BP00827,Access Line ID,AL000827
BP00827,Circuit ID,CIR000827
BP00828,Asset ID,SAS00828
BP00828,Access Line ID,AL000828
BP00828,Circuit ID,CIR000828
BP00829,Asset ID,SAS00829
BP00829,Access Line ID,AL000829
BP00829,Circuit ID,CIR000829
BP00830,Asset ID,SAS00830
BP00830,Access Line ID,AL000830
BP00830,Circuit ID,CIR000830
BP00831,Asset ID,SAS00831
BP00831,Access Line ID,AL000831
BP00831,Circuit ID,CIR000831
BP00832,Asset ID,SAS00832
BP00832,Access Line ID,AL000832
BP00832,Circuit ID,CIR000832
BP00833,Asset ID,SAS00833
BP00833,Access Line ID,AL000833
BP00833,Circuit ID,CIR000833
BP00834,Asset ID,SAS00834
BP00834,Access Line ID,ALX000834
BP00834,Circuit ID,CIR000834
BP00835,Asset ID,SAS00835
BP00835,Access Line ID,AL000835
BP00835,Circuit ID,CIR000835
BP00836,Asset ID,SAS00836
BP00836,Access Line ID,AL000836
BP00836,Circuit ID,CIR000836
BP00837,Asset ID,SAS00837
BP00837,Access Line ID,ALX000837
BP00837,Circuit ID,CIR000837
BP00838,Asset ID,SAS00838
BP00838,Access Line ID,AL000838
BP00838,Circuit ID,CIR000838
BP00839,Asset ID,SAS00839
BP00839,Access Line ID,AL000839
BP00839,Circuit ID,CIR000839
BP00840,Asset ID,SAS00840
BP00840,Access Line ID,AL000840
BP00840,Circuit ID,CIR000840
BP00841,Asset ID,SAS00841
BP00841,Access Line ID,AL000841
BP00841,Circuit ID,CIR000841
BP00842,Asset ID,SAS00842
BP00842,Access Line ID,AL000842
BP00842,Circuit ID,CIR000842
BP00843,Asset ID,SAS00843
BP00843,Access Line ID,AL000843
BP00843,Circuit ID,CIR000843
BP00844,Asset ID,SAS00844
BP00844,Access Line ID,AL000844
BP00844,Circuit ID,CIR000844
BP00845,Asset ID,SAS00845
BP00845,Access Line ID,AL000845
BP00845,Circuit ID,CIR000845
BP00846,Asset ID,SAS00846
BP00846,Access Line ID,AL000846
BP00846,Circuit ID,CIR000846
BP00847,Asset ID,SAS00847
BP00847,Access Line ID,AL000847
BP00847,Circuit ID,CIR000847
BP00848,Asset ID,SAS00848
BP00848,Access Line ID,AL000848
BP00848,Circuit ID,CIR000848
BP00849,Asset ID,SAS00849
BP00849,Access Line ID,AL000849
BP00849,Circuit ID,CIR000849
BP00850,Asset ID,SAS00850
BP00850,Access Line ID,ALX000850
BP00850,Circuit ID,CIR000850
BP00851,Asset ID,SAS00851
BP00851,Access Line ID,AL000851
BP00851,Circuit ID,CIR000851
BP00852,Asset ID,SAS00852
BP00852,Access Line ID,AL000852
BP00852,Circuit ID,CIR000852
BP00853,Asset ID,SAS00853
BP00853,Access Line ID,AL000853
BP00853,Circuit ID,CIR000853
BP00854,Asset ID,SAS00854
BP00854,Access Line ID,AL000854
BP00854,Circuit ID,CIR000854
BP00855,Asset ID,ORPHAN_AS00855
BP00855,Access Line ID,AL000855
BP00855,Circuit ID,CIR000855
BP00856,Asset ID,SAS00856
BP00856,Access Line ID,AL000856
BP00856,Circuit ID,CIR000856
BP00857,Asset ID,ORPHAN_AS00857
BP00857,Access Line ID,AL000857
BP00857,Circuit ID,CIR000857
BP00858,Asset ID,SAS00858
BP00858,Access Line ID,AL000858
BP00858,Circuit ID,CIR000858
BP00859,Asset ID,SAS00859
BP00859,Access Line ID,ALX000859
BP00859,Circuit ID,CIR000859
BP00860,Asset ID,SAS00860
BP00860,Access Line ID,ALX000860
BP00860,Circuit ID,CIR000860
BP00861,Asset ID,SAS00861
BP00861,Access Line ID,AL000861
BP00861,Circuit ID,CIR000861
BP00862,Asset ID,SAS00862
BP00862,Access Line ID,AL000862
BP00862,Circuit ID,CIR000862
BP00863,Asset ID,SAS00863
BP00863,Access Line ID,AL000863
BP00863,Circuit ID,CIR000863
BP00864,Asset ID,SAS00864
BP00864,Access Line ID,AL000864
BP00864,Circuit ID,CIR000864
BP00865,Asset ID,SAS00865
BP00865,Access Line ID,AL000865
BP00865,Circuit ID,CIR000865
BP00866,Asset ID,SAS00866
BP00866,Access Line ID,AL000866
BP00866,Circuit ID,CIR000866
BP00867,Asset ID,SAS00867
BP00867,Access Line ID,AL000867
BP00867,Circuit ID,CIR000867
BP00868,Asset ID,SAS00868
BP00868,Access Line ID,AL000868
BP00868,Circuit ID,CIR000868
BP00869,Asset ID,SAS00869
BP00869,Access Line ID,AL000869
BP00869,Circuit ID,CIR000869
BP00870,Asset ID,SAS00870
BP00870,Access Line ID,AL000870
BP00870,Circuit ID,CIR000870
BP00871,Asset ID,SAS00871
BP00871,Access Line ID,AL000871
BP00871,Circuit ID,CIR000871
BP00872,Asset ID,SAS00872
BP00872,Access Line ID,AL000872
BP00872,Circuit ID,CIR000872
BP00873,Asset ID,SAS00873
BP00873,Access Line ID,AL000873
BP00873,Circuit ID,CIR000873
BP00874,Asset ID,SAS00874
BP00874,Access Line ID,AL000874
BP00874,Circuit ID,CIR000874
BP00875,Asset ID,SAS00875
BP00875,Access Line ID,AL000875
BP00875,Circuit ID,CIR000875
BP00876,Asset ID,ORPHAN_AS00876
BP00876,Access Line ID,AL000876
BP00876,Circuit ID,CIR000876
BP00877,Asset ID,SAS00877
BP00877,Access Line ID,AL000877
BP00877,Circuit ID,CIR000877
BP00878,Asset ID,SAS00878
BP00878,Access Line ID,AL000878
BP00878,Circuit ID,CIR000878
BP00879,Asset ID,ORPHAN_AS00879
BP00879,Access Line ID,AL000879
BP00879,Circuit ID,CIR000879
BP00880,Asset ID,SAS00880
BP00880,Access Line ID,AL000880
BP00880,Circuit ID,CIR000880
BP00881,Asset ID,SAS00881
BP00881,Access Line ID,AL000881
BP00881,Circuit ID,CIR000881
BP00882,Asset ID,SAS00882
BP00882,Access Line ID,AL000882
BP00882,Circuit ID,CIR000882
BP00883,Asset ID,SAS00883
BP00883,Access Line ID,AL000883
BP00883,Circuit ID,CIR000883
BP00884,Asset ID,SAS00884
BP00884,Access Line ID,AL000884
BP00884,Circuit ID,CIR000884
BP00885,Asset ID,SAS00885
BP00885,Access Line ID,AL000885
BP00885,Circuit ID,CIR000885
BP00886,Asset ID,SAS00886
BP00886,Access Line ID,AL000886
BP00886,Circuit ID,CIR000886
BP00887,Asset ID,SAS00887
BP00887,Access Line ID,AL000887
BP00887,Circuit ID,CIR000887
BP00888,Asset ID,SAS00888
BP00888,Access Line ID,ALX000888
BP00888,Circuit ID,CIR000888
BP00889,Asset ID,SAS00889
BP00889,Access Line ID,AL000889
BP00889,Circuit ID,CIR000889
BP00890,Asset ID,ORPHAN_AS00890
BP00890,Access Line ID,AL000890
BP00890,Circuit ID,CIR000890
BP00891,Asset ID,SAS00891
BP00891,Access Line ID,AL000891
BP00891,Circuit ID,CIR000891
BP00892,Asset ID,SAS00892
BP00892,Access Line ID,AL000892
BP00892,Circuit ID,CIR000892
BP00893,Asset ID,SAS00893
BP00893,Access Line ID,AL000893
BP00893,Circuit ID,CIR000893
BP00894,Asset ID,SAS00894
BP00894,Access Line ID,AL000894
BP00894,Circuit ID,CIR000894
BP00895,Asset ID,SAS00895
BP00895,Access Line ID,AL000895
BP00895,Circuit ID,CIR000895
BP00896,Asset ID,SAS00896
BP00896,Access Line ID,AL000896
BP00896,Circuit ID,CIR000896
BP00897,Asset ID,SAS00897
BP00897,Access Line ID,ALX000897
BP00897,Circuit ID,CIR000897
BP00898,Asset ID,ORPHAN_AS00898
BP00898,Access Line ID,AL000898
BP00898,Circuit ID,CIR000898
BP00899,Asset ID,SAS00899
BP00899,Access Line ID,ALX000899
BP00899,Circuit ID,CIR000899
BP00900,Asset ID,SAS00900
BP00900,Access Line ID,AL000900
BP00900,Circuit ID,CIR000900
BP00901,Asset ID,SAS00901
BP00901,Access Line ID,AL000901
BP00901,Circuit ID,CIR000901
BP00902,Asset ID,SAS00902
BP00902,Access Line ID,AL000902
BP00902,Circuit ID,CIR000902
BP00903,Asset ID,SAS00903
BP00903,Access Line ID,AL000903
BP00903,Circuit ID,CIR000903
BP00904,Asset ID,SAS00904
BP00904,Access Line ID,AL000904
BP00904,Circuit ID,CIR000904
BP00905,Asset ID,SAS00905
BP00905,Access Line ID,ALX000905
BP00905,Circuit ID,CIR000905
BP00906,Asset ID,SAS00906
BP00906,Access Line ID,AL000906
BP00906,Circuit ID,CIR000906
BP00907,Asset ID,SAS00907
BP00907,Access Line ID,AL000907
BP00907,Circuit ID,CIR000907
BP00908,Asset ID,SAS00908
BP00908,Access Line ID,AL000908
BP00908,Circuit ID,CIR000908
BP00909,Asset ID,SAS00909
BP00909,Access Line ID,AL000909
BP00909,Circuit ID,CIR000909
BP00910,Asset ID,SAS00910
BP00910,Access Line ID,AL000910
BP00910,Circuit ID,CIR000910
BP00911,Asset ID,SAS00911
BP00911,Access Line ID,AL000911
BP00911,Circuit ID,CIR000911
BP00912,Asset ID,SAS00912
BP00912,Access Line ID,AL000912
BP00912,Circuit ID,CIR000912
BP00913,Asset ID,SAS00913
BP00913,Access Line ID,AL000913
BP00913,Circuit ID,CIR000913
BP00914,Asset ID,SAS00914
BP00914,Access Line ID,AL000914
BP00914,Circuit ID,CIR000914
BP00915,Asset ID,SAS00915
BP00915,Access Line ID,AL000915
BP00915,Circuit ID,CIR000915
BP00916,Asset ID,SAS00916
BP00916,Access Line ID,AL000916
BP00916,Circuit ID,CIR000916
BP00917,Asset ID,ORPHAN_AS00917
BP00917,Access Line ID,AL000917
BP00917,Circuit ID,CIR000917
BP00918,Asset ID,SAS00918
BP00918,Access Line ID,AL000918
BP00918,Circuit ID,CIR000918
BP00919,Asset ID,SAS00919
BP00919,Access Line ID,AL000919
BP00919,Circuit ID,CIR000919
BP00920,Asset ID,ORPHAN_AS00920
BP00920,Access Line ID,AL000920
BP00920,Circuit ID,CIR000920
BP00921,Asset ID,SAS00921
BP00921,Access Line ID,AL000921
BP00921,Circuit ID,CIR000921
BP00922,Asset ID,SAS00922
BP00922,Access Line ID,AL000922
BP00922,Circuit ID,CIR000922
BP00923,Asset ID,SAS00923
BP00923,Access Line ID,ALX000923
BP00923,Circuit ID,CIR000923
BP00924,Asset ID,SAS00924
BP00924,Access Line ID,AL000924
BP00924,Circuit ID,CIR000924
BP00925,Asset ID,SAS00925
BP00925,Access Line ID,AL000925
BP00925,Circuit ID,CIR000925
BP00926,Asset ID,ORPHAN_AS00926
BP00926,Access Line ID,AL000926
BP00926,Circuit ID,CIR000926
BP00927,Asset ID,SAS00927
BP00927,Access Line ID,AL000927
BP00927,Circuit ID,CIR000927
BP00928,Asset ID,ORPHAN_AS00928
BP00928,Access Line ID,AL000928
BP00928,Circuit ID,CIR000928
BP00929,Asset ID,SAS00929
BP00929,Access Line ID,AL000929
BP00929,Circuit ID,CIR000929
BP00930,Asset ID,SAS00930
BP00930,Access Line ID,AL000930
BP00930,Circuit ID,CIR000930
BP00931,Asset ID,SAS00931
BP00931,Access Line ID,ALX000931
BP00931,Circuit ID,CIR000931
BP00932,Asset ID,SAS00932
BP00932,Access Line ID,ALX000932
BP00932,Circuit ID,CIR000932
BP00933,Asset ID,SAS00933
BP00933,Access Line ID,ALX000933
BP00933,Circuit ID,CIR000933
BP00934,Asset ID,SAS00934
BP00934,Access Line ID,AL000934
BP00934,Circuit ID,CIR000934
BP00935,Asset ID,SAS00935
BP00935,Access Line ID,ALX000935
BP00935,Circuit ID,CIR000935
BP00936,Asset ID,SAS00936
BP00936,Access Line ID,AL000936
BP00936,Circuit ID,CIR000936
BP00937,Asset ID,SAS00937
BP00937,Access Line ID,AL000937
BP00937,Circuit ID,CIR000937
BP00938,Asset ID,SAS00938
BP00938,Access Line ID,ALX000938
BP00938,Circuit ID,CIR000938
BP00939,Asset ID,SAS00939
BP00939,Access Line ID,AL000939
BP00939,Circuit ID,CIR000939
BP00940,Asset ID,SAS00940
BP00940,Access Line ID,ALX000940
BP00940,Circuit ID,CIR000940
BP00941,Asset ID,SAS00941
BP00941,Access Line ID,AL000941
BP00941,Circuit ID,CIR000941
BP00942,Asset ID,SAS00942
BP00942,Access Line ID,AL000942
BP00942,Circuit ID,CIR000942
BP00943,Asset ID,SAS00943
BP00943,Access Line ID,AL000943
BP00943,Circuit ID,CIR000943
BP00944,Asset ID,SAS00944
BP00944,Access Line ID,AL000944
BP00944,Circuit ID,CIR000944
BP00945,Asset ID,SAS00945
BP00945,Access Line ID,AL000945
BP00945,Circuit ID,CIR000945
BP00946,Asset ID,SAS00946
BP00946,Access Line ID,ALX000946
BP00946,Circuit ID,CIR000946
BP00947,Asset ID,SAS00947
BP00947,Access Line ID,AL000947
BP00947,Circuit ID,CIR000947
BP00948,Asset ID,SAS00948
BP00948,Access Line ID,AL000948
BP00948,Circuit ID,CIR000948
BP00949,Asset ID,SAS00949
BP00949,Access Line ID,AL000949
BP00949,Circuit ID,CIR000949
BP00950,Asset ID,SAS00950
BP00950,Access Line ID,ALX000950
BP00950,Circuit ID,CIR000950
BP00951,Asset ID,ORPHAN_AS00951
BP00951,Access Line ID,AL000951
BP00951,Circuit ID,CIR000951
BP00952,Asset ID,SAS00952
BP00952,Access Line ID,AL000952
BP00952,Circuit ID,CIR000952
BP00953,Asset ID,SAS00953
BP00953,Access Line ID,AL000953
BP00953,Circuit ID,CIR000953
BP00954,Asset ID,SAS00954
BP00954,Access Line ID,AL000954
BP00954,Circuit ID,CIR000954
BP00955,Asset ID,SAS00955
BP00955,Access Line ID,AL000955
BP00955,Circuit ID,CIR000955
BP00956,Asset ID,ORPHAN_AS00956
BP00956,Access Line ID,ALX000956
BP00956,Circuit ID,CIR000956
BP00957,Asset ID,SAS00957
BP00957,Access Line ID,AL000957
BP00957,Circuit ID,CIR000957
BP00958,Asset ID,SAS00958
BP00958,Access Line ID,ALX000958
BP00958,Circuit ID,CIR000958
BP00959,Asset ID,SAS00959
BP00959,Access Line ID,AL000959
BP00959,Circuit ID,CIR000959
BP00960,Asset ID,SAS00960
BP00960,Access Line ID,AL000960
BP00960,Circuit ID,CIR000960
BP00961,Asset ID,SAS00961
BP00961,Access Line ID,AL000961
BP00961,Circuit ID,CIR000961
BP00962,Asset ID,SAS00962
BP00962,Access Line ID,AL000962
BP00962,Circuit ID,CIR000962
BP00963,Asset ID,SAS00963
BP00963,Access Line ID,AL000963
BP00963,Circuit ID,CIR000963
BP00964,Asset ID,SAS00964
BP00964,Access Line ID,AL000964
BP00964,Circuit ID,CIR000964
BP00965,Asset ID,SAS00965
BP00965,Access Line ID,ALX000965
BP00965,Circuit ID,CIR000965
BP00966,Asset ID,SAS00966
BP00966,Access Line ID,AL000966
BP00966,Circuit ID,CIR000966
BP00967,Asset ID,SAS00967
BP00967,Access Line ID,AL000967
BP00967,Circuit ID,CIR000967
BP00968,Asset ID,SAS00968
BP00968,Access Line ID,AL000968
BP00968,Circuit ID,CIR000968
BP00969,Asset ID,SAS00969
BP00969,Access Line ID,AL000969
BP00969,Circuit ID,CIR000969
BP00970,Asset ID,SAS00970
BP00970,Access Line ID,AL000970
BP00970,Circuit ID,CIR000970
BP00971,Asset ID,SAS00971
BP00971,Access Line ID,AL000971
BP00971,Circuit ID,CIR000971
BP00972,Asset ID,SAS00972
BP00972,Access Line ID,AL000972
BP00972,Circuit ID,CIR000972
BP00973,Asset ID,SAS00973
BP00973,Access Line ID,AL000973
BP00973,Circuit ID,CIR000973
BP00974,Asset ID,SAS00974
BP00974,Access Line ID,AL000974
BP00974,Circuit ID,CIR000974
BP00975,Asset ID,SAS00975
BP00975,Access Line ID,AL000975
BP00975,Circuit ID,CIR000975
BP00976,Asset ID,SAS00976
BP00976,Access Line ID,AL000976
BP00976,Circuit ID,CIR000976
BP00977,Asset ID,SAS00977
BP00977,Access Line ID,AL000977
BP00977,Circuit ID,CIR000977
BP00978,Asset ID,SAS00978
BP00978,Access Line ID,AL000978
BP00978,Circuit ID,CIR000978
BP00979,Asset ID,SAS00979
BP00979,Access Line ID,AL000979
BP00979,Circuit ID,CIR000979
BP00980,Asset ID,SAS00980
BP00980,Access Line ID,AL000980
BP00980,Circuit ID,CIR000980
BP00981,Asset ID,SAS00981
BP00981,Access Line ID,AL000981
BP00981,Circuit ID,CIR000981
BP00982,Asset ID,SAS00982
BP00982,Access Line ID,AL000982
BP00982,Circuit ID,CIR000982
BP00983,Asset ID,SAS00983
BP00983,Access Line ID,AL000983
BP00983,Circuit ID,CIR000983
BP00984,Asset ID,SAS00984
BP00984,Access Line ID,AL000984
BP00984,Circuit ID,CIR000984
BP00985,Asset ID,SAS00985
BP00985,Access Line ID,AL000985
BP00985,Circuit ID,CIR000985
BP00986,Asset ID,SAS00986
BP00986,Access Line ID,AL000986
BP00986,Circuit ID,CIR000986
BP00987,Asset ID,SAS00987
BP00987,Access Line ID,AL000987
BP00987,Circuit ID,CIR000987
BP00988,Asset ID,SAS00988
BP00988,Access Line ID,AL000988
BP00988,Circuit ID,CIR000988
BP00989,Asset ID,SAS00989
BP00989,Access Line ID,AL000989
BP00989,Circuit ID,CIR000989
BP00990,Asset ID,SAS00990
BP00990,Access Line ID,AL000990
BP00990,Circuit ID,CIR000990
BP00991,Asset ID,SAS00991
BP00991,Access Line ID,AL000991
BP00991,Circuit ID,CIR000991
BP00992,Asset ID,SAS00992
BP00992,Access Line ID,AL000992
BP00992,Circuit ID,CIR000992
BP00993,Asset ID,ORPHAN_AS00993
BP00993,Access Line ID,AL000993
BP00993,Circuit ID,CIR000993
BP00994,Asset ID,SAS00994
BP00994,Access Line ID,AL000994
BP00994,Circuit ID,CIR000994
BP00995,Asset ID,SAS00995
BP00995,Access Line ID,AL000995
BP00995,Circuit ID,CIR000995
BP00996,Asset ID,SAS00996
BP00996,Access Line ID,AL000996
BP00996,Circuit ID,CIR000996
BP00997,Asset ID,SAS00997
BP00997,Access Line ID,AL000997
BP00997,Circuit ID,CIR000997
BP00998,Asset ID,SAS00998
BP00998,Access Line ID,ALX000998
BP00998,Circuit ID,CIR000998
BP00999,Asset ID,SAS00999
BP00999,Access Line ID,AL000999
BP00999,Circuit ID,CIR000999
BP01000,Asset ID,SAS01000
BP01000,Access Line ID,AL001000
BP01000,Circuit ID,CIR001000
