css_bill_id,css_customer_id,css_service_id,standard_product_code,css_product_code,css_product_name,product_family,billing_status,monthly_charge
CSSB00618,CSSC00322,SAS00618,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,76.33
CSSB00619,CSSC00075,SAS00619,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,117.32
CSSB00620,CSSC00738,SAS00620,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,81.02
CSSB00621,CSSC00584,SAS00621,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,67.07
CSSB00622,CSSC00329,SAS00622,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,204.4
CSSB00623,CSSC00831,CSSS00623,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,172.67
CSSB00624,CSSC00073,SAS00624,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,171.5
CSSB00625,CSSC00154,SAS00625,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,117.76
CSSB00626,CSSC00970,SAS00626,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,149.4
CSSB00627,CSSC00536,SAS00627,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,130.26
CSSB00628,CSSC00082,SAS00628,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,169.27
CSSB00629,CSSC00692,SAS00629,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,241.61
CSSB00630,CSSC00548,SAS00630,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,213.03
CSSB00631,CSSC00959,SAS00631,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,157.81
CSSB00632,CSSC00646,SAS00632,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,136.9
CSSB00633,CSSC00743,SAS00633,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,51.58
CSSB00634,CSSC00163,CSSS00634,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,130.82
CSSB00635,CSSC00388,SAS00635,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,83.91
CSSB00636,CSSC00008,SAS00636,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,125.71
CSSB00637,CSSC00314,SAS00637,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,87.08
CSSB00638,CSSC00459,SAS00638,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,64.7
CSSB00639,CSSC00912,SAS00639,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,94.71
CSSB00640,CSSC00024,SAS00640,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,26.73
CSSB00641,CSSC00757,SAS00641,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,241.39
CSSB00642,CSSC00452,CSSS00642,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,179.46
CSSB00643,CSSC00229,SAS00643,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,184.81
CSSB00644,CSSC00184,SAS00644,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,113.94
CSSB00645,CSSC00212,SAS00645,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,160.47
CSSB00646,CSSC00939,SAS00646,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,98.89
CSSB00647,CSSC00289,SAS00647,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,192.86
CSSB00648,CSSC00896,SAS00648,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,77.72
CSSB00649,CSSC00075,SAS00649,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,233.3
CSSB00650,CSSC00604,SAS00650,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,122.61
CSSB00651,CSSC00232,SAS00651,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,139.99
CSSB00652,CSSC00693,SAS00652,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,29.08
CSSB00653,CSSC00337,SAS00653,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,68.7
CSSB00654,CSSC00590,SAS00654,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,234.63
CSSB00655,CSSC00103,SAS00655,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,194.38
CSSB00656,CSSC00457,CSSS00656,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,194.71
CSSB00657,CSSC00491,SAS00657,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,84.6
CSSB00658,CSSC00727,SAS00658,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,48.6
CSSB00659,CSSC00797,CSSS00659,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,149.47
CSSB00660,CSSC00869,SAS00660,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,69.84
CSSB00661,CSSC00056,SAS00661,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,198.68
CSSB00662,CSSC00209,SAS00662,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,140.67
CSSB00663,CSSC00610,SAS00663,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,212.78
CSSB00664,CSSC00987,CSSS00664,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,159.4
CSSB00665,CSSC00968,CSSS00665,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,179.42
CSSB00666,CSSC00407,SAS00666,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,145.77
CSSB00667,CSSC00050,SAS00667,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,112.52
CSSB00668,CSSC00956,SAS00668,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,124.14
CSSB00669,CSSC00188,SAS00669,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,71.82
CSSB00670,CSSC00462,SAS00670,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,143.34
CSSB00671,CSSC00029,CSSS00671,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,226.15
CSSB00672,CSSC00583,SAS00672,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,204.69
CSSB00673,CSSC00092,SAS00673,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,32.94
CSSB00674,CSSC00270,SAS00674,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,31.56
CSSB00675,CSSC00234,SAS00675,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,55.9
CSSB00676,CSSC00835,SAS00676,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,60.03
CSSB00677,CSSC00770,SAS00677,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,48.97
CSSB00678,CSSC00157,SAS00678,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,94.6
CSSB00679,CSSC00588,SAS00679,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,68.91
CSSB00680,CSSC00260,SAS00680,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,117.24
CSSB00681,CSSC00468,SAS00681,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,50.94
CSSB00682,CSSC00490,SAS00682,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,191.63
CSSB00683,CSSC00178,SAS00683,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,227.61
CSSB00684,CSSC00933,SAS00684,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,57.59
CSSB00685,CSSC00030,SAS00685,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,143.32
CSSB00686,CSSC00470,CSSS00686,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,184.51
CSSB00687,CSSC00981,SAS00687,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,104.61
CSSB00688,CSSC00450,SAS00688,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,144.78
CSSB00689,CSSC00748,SAS00689,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,178.31
CSSB00690,CSSC00329,SAS00690,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,29.61
CSSB00691,CSSC00369,SAS00691,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,175.21
CSSB00692,CSSC00645,CSSS00692,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,91.46
CSSB00693,CSSC00042,SAS00693,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,193.91
CSSB00694,CSSC00289,SAS00694,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,130.63
CSSB00695,CSSC00643,SAS00695,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,41.14
CSSB00696,CSSC00087,CSSS00696,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,137.13
CSSB00697,CSSC00242,SAS00697,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,190.32
CSSB00698,CSSC00052,SAS00698,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,29.48
CSSB00699,CSSC00845,SAS00699,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,99.79
CSSB00700,CSSC00602,SAS00700,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,91.85
CSSB00701,CSSC00908,SAS00701,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,50.97
CSSB00702,CSSC00505,SAS00702,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,123.42
CSSB00703,CSSC00168,CSSS00703,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,105.16
CSSB00704,CSSC00386,SAS00704,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,167.88
CSSB00705,CSSC00871,SAS00705,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,207.42
CSSB00706,CSSC00208,SAS00706,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,211.38
CSSB00707,CSSC00313,SAS00707,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,232.01
CSSB00708,CSSC00013,SAS00708,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,104.81
CSSB00709,CSSC00700,SAS00709,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,195.73
CSSB00710,CSSC00321,SAS00710,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,180.86
CSSB00711,CSSC00187,SAS00711,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,221.61
CSSB00712,CSSC00759,SAS00712,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,133.54
CSSB00713,CSSC00327,SAS00713,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,22.07
CSSB00714,CSSC00083,SAS00714,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,158.26
CSSB00715,CSSC00029,SAS00715,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,84.31
CSSB00716,CSSC00074,SAS00716,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,53.18
CSSB00717,CSSC00326,SAS00717,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,74.69
CSSB00718,CSSC00685,SAS00718,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,162.4
CSSB00719,CSSC00304,SAS00719,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,35.63
CSSB00720,CSSC00680,SAS00720,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,65.5
CSSB00721,CSSC00110,SAS00721,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,151.14
CSSB00722,CSSC00873,SAS00722,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,167.03
CSSB00723,CSSC00182,SAS00723,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,104.33
CSSB00724,CSSC00304,SAS00724,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,142.89
CSSB00725,CSSC00891,SAS00725,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,87.13
CSSB00726,CSSC00009,CSSS00726,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,147.06
CSSB00727,CSSC00060,SAS00727,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,174.3
CSSB00728,CSSC00044,SAS00728,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,133.5
CSSB00729,CSSC00654,SAS00729,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,198.02
CSSB00730,CSSC00983,SAS00730,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,197.82
CSSB00731,CSSC00122,SAS00731,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,59.83
CSSB00732,CSSC00626,CSSS00732,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,62.85
CSSB00733,CSSC00018,SAS00733,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,76.68
CSSB00734,CSSC00223,SAS00734,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,230.75
CSSB00735,CSSC00582,SAS00735,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,218.15
CSSB00736,CSSC00458,SAS00736,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,140.23
CSSB00737,CSSC00668,SAS00737,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,22.62
CSSB00738,CSSC00225,SAS00738,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,190.87
CSSB00739,CSSC00724,CSSS00739,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,143.1
CSSB00740,CSSC00199,SAS00740,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,164.58
CSSB00741,CSSC00335,SAS00741,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,145.56
CSSB00742,CSSC00002,SAS00742,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,213.45
CSSB00743,CSSC00631,SAS00743,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,110.36
CSSB00744,CSSC00715,SAS00744,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,217.01
CSSB00745,CSSC00182,SAS00745,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,134.37
CSSB00746,CSSC00915,SAS00746,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,130.21
CSSB00747,CSSC00922,SAS00747,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,241.53
CSSB00748,CSSC00935,SAS00748,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,123.53
CSSB00749,CSSC00254,SAS00749,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,35.26
CSSB00750,CSSC00159,SAS00750,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,184.32
CSSB00751,CSSC00157,CSSS00751,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,69.92
CSSB00752,CSSC00920,SAS00752,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,93.49
CSSB00753,CSSC00961,SAS00753,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,225.79
CSSB00754,CSSC00505,SAS00754,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,185.82
CSSB00755,CSSC00846,SAS00755,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,169.77
CSSB00756,CSSC00273,SAS00756,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,121.15
CSSB00757,CSSC00420,CSSS00757,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,155.67
CSSB00758,CSSC00594,SAS00758,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,133.42
CSSB00759,CSSC00753,SAS00759,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,105.43
CSSB00760,CSSC00713,SAS00760,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,159.9
CSSB00761,CSSC00363,SAS00761,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,89.47
CSSB00762,CSSC00520,SAS00762,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,69.86
CSSB00763,CSSC00280,SAS00763,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,189.26
CSSB00764,CSSC00908,CSSS00764,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,163.56
CSSB00765,CSSC00147,SAS00765,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,119.59
CSSB00766,CSSC00634,SAS00766,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,156.11
CSSB00767,CSSC00315,SAS00767,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,215.34
CSSB00768,CSSC00292,SAS00768,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,159.12
CSSB00769,CSSC00517,SAS00769,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,212.62
CSSB00770,CSSC00532,SAS00770,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,142.45
CSSB00771,CSSC00547,CSSS00771,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,85.28
CSSB00772,CSSC00011,SAS00772,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,221.19
CSSB00773,CSSC00335,SAS00773,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,50.37
CSSB00774,CSSC00470,CSSS00774,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,144.29
CSSB00775,CSSC00278,SAS00775,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,69.37
CSSB00776,CSSC00570,SAS00776,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,204.64
CSSB00777,CSSC00338,SAS00777,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,188.96
CSSB00778,CSSC00269,SAS00778,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,114.51
CSSB00779,CSSC00887,SAS00779,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,230.33
CSSB00780,CSSC00049,CSSS00780,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,194.27
CSSB00781,CSSC00413,CSSS00781,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,22.01
CSSB00782,CSSC00992,SAS00782,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,196.0
CSSB00783,CSSC00197,SAS00783,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,150.12
CSSB00784,CSSC00515,SAS00784,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,141.15
CSSB00785,CSSC00166,SAS00785,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,164.4
CSSB00786,CSSC00209,SAS00786,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,80.96
CSSB00787,CSSC00303,SAS00787,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,235.65
CSSB00788,CSSC00403,SAS00788,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,233.56
CSSB00789,CSSC00839,SAS00789,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,200.68
CSSB00790,CSSC00130,CSSS00790,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,49.77
CSSB00791,CSSC00955,SAS00791,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,19.84
CSSB00792,CSSC00242,SAS00792,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,24.82
CSSB00793,CSSC00511,SAS00793,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,176.86
CSSB00794,CSSC00334,SAS00794,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,40.36
CSSB00795,CSSC00844,SAS00795,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,210.66
CSSB00796,CSSC00993,CSSS00796,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,56.56
CSSB00797,CSSC00849,SAS00797,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,109.5
CSSB00798,CSSC00675,SAS00798,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,198.76
CSSB00799,CSSC00243,SAS00799,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,116.74
CSSB00800,CSSC00278,SAS00800,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,146.92
CSSB00801,CSSC00730,SAS00801,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,173.11
CSSB00802,CSSC00175,SAS00802,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,44.83
CSSB00803,CSSC00515,SAS00803,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,30.7
CSSB00804,CSSC00939,CSSS00804,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,157.03
CSSB00805,CSSC00265,SAS00805,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,102.94
CSSB00806,CSSC00220,SAS00806,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,187.78
CSSB00807,CSSC00874,SAS00807,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,152.69
CSSB00808,CSSC00720,SAS00808,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,214.6
CSSB00809,CSSC00618,SAS00809,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,25.03
CSSB00810,CSSC00200,CSSS00810,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,33.93
CSSB00811,CSSC00206,SAS00811,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,26.68
CSSB00812,CSSC00486,SAS00812,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,58.39
CSSB00813,CSSC00557,SAS00813,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,176.75
CSSB00814,CSSC00321,SAS00814,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,210.96
CSSB00815,CSSC00218,SAS00815,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,199.95
CSSB00816,CSSC00052,CSSS00816,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,177.05
CSSB00817,CSSC00193,SAS00817,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,129.17
CSSB00818,CSSC00761,SAS00818,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,33.15
CSSB00819,CSSC00318,SAS00819,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,151.54
CSSB00820,CSSC00910,SAS00820,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,97.22
CSSB00821,CSSC00625,SAS00821,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,44.02
CSSB00822,CSSC00546,SAS00822,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,141.26
CSSB00823,CSSC00240,SAS00823,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,181.39
