css_service_id,attribute_name,attribute_value
SAS00580,Asset ID,SAS00580
SAS00580,Access Line ID,AL000580
SAS00580,Circuit ID,CIR000580
SAS00580,Technology Type,FTTC
SAS00581,Asset ID,SAS00581
SAS00581,Access Line ID,AL000581
SAS00581,Circuit ID,CIR000581
SAS00581,Technology Type,Copper
SAS00582,Asset ID,SAS00582
SAS00582,Access Line ID,AL000582
SAS00582,Circuit ID,CIR000582
SAS00582,Technology Type,Copper
SAS00583,Asset ID,SAS00583
SAS00583,Access Line ID,AL000583
SAS00583,Circuit ID,CIR000583
SAS00583,Technology Type,Copper
SAS00584,Asset ID,SAS00584
SAS00584,Access Line ID,AL000584
SAS00584,Circuit ID,CIR000584
SAS00584,Technology Type,Copper
CSSS00585,Asset ID,SAS00585
CSSS00585,Access Line ID,AL000585
CSSS00585,Circuit ID,CIR000585
CSSS00585,Technology Type,FTTP
SAS00586,Asset ID,SAS00586
SAS00586,Access Line ID,AL000586
SAS00586,Circuit ID,CIR000586
SAS00586,Technology Type,FTTC
SAS00587,Asset ID,SAS00587
SAS00587,Access Line ID,AL000587
SAS00587,Circuit ID,CIR000587
SAS00587,Technology Type,FTTC
SAS00588,Asset ID,SAS00588
SAS00588,Access Line ID,AL000588
SAS00588,Circuit ID,CIR000588
SAS00588,Technology Type,Copper
SAS00589,Asset ID,SAS00589
SAS00589,Access Line ID,AL000589
SAS00589,Circuit ID,CIR000589
SAS00589,Technology Type,FTTP
SAS00590,Asset ID,SAS00590
SAS00590,Access Line ID,AL000590
SAS00590,Circuit ID,CIR000590
SAS00590,Technology Type,FTTP
SAS00591,Asset ID,SAS00591
SAS00591,Access Line ID,AL000591
SAS00591,Circuit ID,CIR000591
SAS00591,Technology Type,FTTC
SAS00592,Asset ID,SAS00592
SAS00592,Access Line ID,AL000592
SAS00592,Circuit ID,CIR000592
SAS00592,Technology Type,FTTC
SAS00593,Asset ID,SAS00593
SAS00593,Access Line ID,AL000593
SAS00593,Circuit ID,CIR000593
SAS00593,Technology Type,FTTP
SAS00594,Asset ID,SAS00594
SAS00594,Access Line ID,AL000594
SAS00594,Circuit ID,CIR000594
SAS00594,Technology Type,Copper
SAS00595,Asset ID,SAS00595
SAS00595,Access Line ID,AL000595
SAS00595,Circuit ID,CIR000595
SAS00595,Technology Type,FTTC
SAS00596,Asset ID,SAS00596
SAS00596,Access Line ID,AL000596
SAS00596,Circuit ID,CIR000596
SAS00596,Technology Type,FTTP
SAS00597,Asset ID,SAS00597
SAS00597,Access Line ID,AL000597
SAS00597,Circuit ID,CIR000597
SAS00597,Technology Type,FTTC
SAS00598,Asset ID,SAS00598
SAS00598,Access Line ID,AL000598
SAS00598,Circuit ID,CIR000598
SAS00598,Technology Type,Copper
SAS00599,Asset ID,SAS00599
SAS00599,Access Line ID,AL000599
SAS00599,Circuit ID,CIR000599
SAS00599,Technology Type,FTTC
SAS00600,Asset ID,SAS00600
SAS00600,Access Line ID,AL000600
SAS00600,Circuit ID,CIR000600
SAS00600,Technology Type,Copper
SAS00601,Asset ID,SAS00601
SAS00601,Access Line ID,AL000601
SAS00601,Circuit ID,CIR000601
SAS00601,Technology Type,FTTP
SAS00602,Asset ID,SAS00602
SAS00602,Access Line ID,AL000602
SAS00602,Circuit ID,CIR000602
SAS00602,Technology Type,FTTC
SAS00603,Asset ID,SAS00603
SAS00603,Access Line ID,AL000603
SAS00603,Circuit ID,CIR000603
SAS00603,Technology Type,Copper
SAS00604,Asset ID,SAS00604
SAS00604,Access Line ID,AL000604
SAS00604,Circuit ID,CIR000604
SAS00604,Technology Type,FTTP
SAS00605,Asset ID,SAS00605
SAS00605,Access Line ID,AL000605
SAS00605,Circuit ID,CIR000605
SAS00605,Technology Type,Copper
SAS00606,Asset ID,SAS00606
SAS00606,Access Line ID,AL000606
SAS00606,Circuit ID,CIR000606
SAS00606,Technology Type,FTTP
SAS00607,Asset ID,SAS00607
SAS00607,Access Line ID,AL000607
SAS00607,Circuit ID,CIR000607
SAS00607,Technology Type,FTTC
SAS00608,Asset ID,SAS00608
SAS00608,Access Line ID,AL000608
SAS00608,Circuit ID,CIR000608
SAS00608,Technology Type,FTTC
SAS00609,Asset ID,SAS00609
SAS00609,Access Line ID,AL000609
SAS00609,Circuit ID,CIR000609
SAS00609,Technology Type,Copper
SAS00610,Asset ID,SAS00610
SAS00610,Access Line ID,AL000610
SAS00610,Circuit ID,CIR000610
SAS00610,Technology Type,FTTP
SAS00611,Asset ID,SAS00611
SAS00611,Access Line ID,AL000611
SAS00611,Circuit ID,CIR000611
SAS00611,Technology Type,FTTP
SAS00612,Asset ID,SAS00612
SAS00612,Access Line ID,AL000612
SAS00612,Circuit ID,CIR000612
SAS00612,Technology Type,FTTC
SAS00613,Asset ID,SAS00613
SAS00613,Access Line ID,AL000613
SAS00613,Circuit ID,CIR000613
SAS00613,Technology Type,Copper
CSSS00614,Asset ID,SAS00614
CSSS00614,Access Line ID,AL000614
CSSS00614,Circuit ID,CIR000614
CSSS00614,Technology Type,Copper
SAS00615,Asset ID,SAS00615
SAS00615,Access Line ID,AL000615
SAS00615,Circuit ID,CIR000615
SAS00615,Technology Type,FTTP
SAS00616,Asset ID,SAS00616
SAS00616,Access Line ID,AL000616
SAS00616,Circuit ID,CIR000616
SAS00616,Technology Type,FTTC
SAS00617,Asset ID,SAS00617
SAS00617,Access Line ID,AL000617
SAS00617,Circuit ID,CIR000617
SAS00617,Technology Type,Copper
SAS00618,Asset ID,SAS00618
SAS00618,Access Line ID,AL000618
SAS00618,Circuit ID,CIR000618
SAS00618,Technology Type,FTTC
SAS00619,Asset ID,SAS00619
SAS00619,Access Line ID,AL000619
SAS00619,Circuit ID,CIR000619
SAS00619,Technology Type,FTTC
SAS00620,Asset ID,SAS00620
SAS00620,Access Line ID,AL000620
SAS00620,Circuit ID,CIR000620
SAS00620,Technology Type,FTTC
SAS00621,Asset ID,SAS00621
SAS00621,Access Line ID,AL000621
SAS00621,Circuit ID,CIR000621
SAS00621,Technology Type,FTTC
SAS00622,Asset ID,SAS00622
SAS00622,Access Line ID,AL000622
SAS00622,Circuit ID,CIR000622
SAS00622,Technology Type,Copper
CSSS00623,Asset ID,SAS00623
CSSS00623,Access Line ID,AL000623
CSSS00623,Circuit ID,CIR000623
CSSS00623,Technology Type,Copper
SAS00624,Asset ID,SAS00624
SAS00624,Access Line ID,AL000624
SAS00624,Circuit ID,CIR000624
SAS00624,Technology Type,FTTP
SAS00625,Asset ID,SAS00625
SAS00625,Access Line ID,AL000625
SAS00625,Circuit ID,CIR000625
SAS00625,Technology Type,Copper
SAS00626,Asset ID,SAS00626
SAS00626,Access Line ID,AL000626
SAS00626,Circuit ID,CIR000626
SAS00626,Technology Type,FTTP
SAS00627,Asset ID,SAS00627
SAS00627,Access Line ID,AL000627
SAS00627,Circuit ID,CIR000627
SAS00627,Technology Type,Copper
SAS00628,Asset ID,SAS00628
SAS00628,Access Line ID,AL000628
SAS00628,Circuit ID,CIR000628
SAS00628,Technology Type,FTTC
SAS00629,Asset ID,SAS00629
SAS00629,Access Line ID,AL000629
SAS00629,Circuit ID,CIR000629
SAS00629,Technology Type,Copper
SAS00630,Asset ID,SAS00630
SAS00630,Access Line ID,AL000630
SAS00630,Circuit ID,CIR000630
SAS00630,Technology Type,Copper
SAS00631,Asset ID,SAS00631
SAS00631,Access Line ID,AL000631
SAS00631,Circuit ID,CIR000631
SAS00631,Technology Type,FTTC
SAS00632,Asset ID,SAS00632
SAS00632,Access Line ID,AL000632
SAS00632,Circuit ID,CIR000632
SAS00632,Technology Type,Copper
SAS00633,Asset ID,SAS00633
SAS00633,Access Line ID,AL000633
SAS00633,Circuit ID,CIR000633
SAS00633,Technology Type,FTTP
CSSS00634,Asset ID,SAS00634
CSSS00634,Access Line ID,AL000634
CSSS00634,Circuit ID,CIR000634
CSSS00634,Technology Type,Copper
SAS00635,Asset ID,SAS00635
SAS00635,Access Line ID,AL000635
SAS00635,Circuit ID,CIR000635
SAS00635,Technology Type,FTTC
SAS00636,Asset ID,SAS00636
SAS00636,Access Line ID,AL000636
SAS00636,Circuit ID,CIR000636
SAS00636,Technology Type,FTTC
SAS00637,Asset ID,SAS00637
SAS00637,Access Line ID,AL000637
SAS00637,Circuit ID,CIR000637
SAS00637,Technology Type,FTTP
SAS00638,Asset ID,SAS00638
SAS00638,Access Line ID,AL000638
SAS00638,Circuit ID,CIR000638
SAS00638,Technology Type,Copper
SAS00639,Asset ID,SAS00639
SAS00639,Access Line ID,AL000639
SAS00639,Circuit ID,CIR000639
SAS00639,Technology Type,FTTC
SAS00640,Asset ID,SAS00640
SAS00640,Access Line ID,AL000640
SAS00640,Circuit ID,CIR000640
SAS00640,Technology Type,FTTC
SAS00641,Asset ID,SAS00641
SAS00641,Access Line ID,AL000641
SAS00641,Circuit ID,CIR000641
SAS00641,Technology Type,Copper
CSSS00642,Asset ID,SAS00642
CSSS00642,Access Line ID,AL000642
CSSS00642,Circuit ID,CIR000642
CSSS00642,Technology Type,FTTP
SAS00643,Asset ID,SAS00643
SAS00643,Access Line ID,AL000643
SAS00643,Circuit ID,CIR000643
SAS00643,Technology Type,FTTP
SAS00644,Asset ID,SAS00644
SAS00644,Access Line ID,AL000644
SAS00644,Circuit ID,CIR000644
SAS00644,Technology Type,FTTC
SAS00645,Asset ID,SAS00645
SAS00645,Access Line ID,AL000645
SAS00645,Circuit ID,CIR000645
SAS00645,Technology Type,FTTP
SAS00646,Asset ID,SAS00646
SAS00646,Access Line ID,AL000646
SAS00646,Circuit ID,CIR000646
SAS00646,Technology Type,FTTC
SAS00647,Asset ID,SAS00647
SAS00647,Access Line ID,AL000647
SAS00647,Circuit ID,CIR000647
SAS00647,Technology Type,Copper
SAS00648,Asset ID,SAS00648
SAS00648,Access Line ID,AL000648
SAS00648,Circuit ID,CIR000648
SAS00648,Technology Type,FTTC
SAS00649,Asset ID,SAS00649
SAS00649,Access Line ID,AL000649
SAS00649,Circuit ID,CIR000649
SAS00649,Technology Type,FTTC
SAS00650,Asset ID,SAS00650
SAS00650,Access Line ID,AL000650
SAS00650,Circuit ID,CIR000650
SAS00650,Technology Type,Copper
SAS00651,Asset ID,SAS00651
SAS00651,Access Line ID,AL000651
SAS00651,Circuit ID,CIR000651
SAS00651,Technology Type,FTTC
SAS00652,Asset ID,SAS00652
SAS00652,Access Line ID,AL000652
SAS00652,Circuit ID,CIR000652
SAS00652,Technology Type,FTTP
SAS00653,Asset ID,SAS00653
SAS00653,Access Line ID,AL000653
SAS00653,Circuit ID,CIR000653
SAS00653,Technology Type,FTTC
SAS00654,Asset ID,SAS00654
SAS00654,Access Line ID,AL000654
SAS00654,Circuit ID,CIR000654
SAS00654,Technology Type,FTTC
SAS00655,Asset ID,SAS00655
SAS00655,Access Line ID,AL000655
SAS00655,Circuit ID,CIR000655
SAS00655,Technology Type,FTTP
CSSS00656,Asset ID,SAS00656
CSSS00656,Access Line ID,AL000656
CSSS00656,Circuit ID,CIR000656
CSSS00656,Technology Type,FTTP
SAS00657,Asset ID,SAS00657
SAS00657,Access Line ID,AL000657
SAS00657,Circuit ID,CIR000657
SAS00657,Technology Type,FTTC
SAS00658,Asset ID,SAS00658
SAS00658,Access Line ID,AL000658
SAS00658,Circuit ID,CIR000658
SAS00658,Technology Type,Copper
CSSS00659,Asset ID,SAS00659
CSSS00659,Access Line ID,AL000659
CSSS00659,Circuit ID,CIR000659
CSSS00659,Technology Type,FTTP
SAS00660,Asset ID,SAS00660
SAS00660,Access Line ID,AL000660
SAS00660,Circuit ID,CIR000660
SAS00660,Technology Type,FTTC
SAS00661,Asset ID,SAS00661
SAS00661,Access Line ID,AL000661
SAS00661,Circuit ID,CIR000661
SAS00661,Technology Type,FTTP
SAS00662,Asset ID,SAS00662
SAS00662,Access Line ID,AL000662
SAS00662,Circuit ID,CIR000662
SAS00662,Technology Type,FTTC
SAS00663,Asset ID,SAS00663
SAS00663,Access Line ID,AL000663
SAS00663,Circuit ID,CIR000663
SAS00663,Technology Type,FTTP
CSSS00664,Asset ID,SAS00664
CSSS00664,Access Line ID,AL000664
CSSS00664,Circuit ID,CIR000664
CSSS00664,Technology Type,Copper
CSSS00665,Asset ID,SAS00665
CSSS00665,Access Line ID,AL000665
CSSS00665,Circuit ID,CIR000665
CSSS00665,Technology Type,FTTP
SAS00666,Asset ID,SAS00666
SAS00666,Access Line ID,AL000666
SAS00666,Circuit ID,CIR000666
SAS00666,Technology Type,FTTP
SAS00667,Asset ID,SAS00667
SAS00667,Access Line ID,AL000667
SAS00667,Circuit ID,CIR000667
SAS00667,Technology Type,Copper
SAS00668,Asset ID,SAS00668
SAS00668,Access Line ID,AL000668
SAS00668,Circuit ID,CIR000668
SAS00668,Technology Type,Copper
SAS00669,Asset ID,SAS00669
SAS00669,Access Line ID,AL000669
SAS00669,Circuit ID,CIR000669
SAS00669,Technology Type,FTTP
SAS00670,Asset ID,SAS00670
SAS00670,Access Line ID,AL000670
SAS00670,Circuit ID,CIR000670
SAS00670,Technology Type,FTTP
CSSS00671,Asset ID,SAS00671
CSSS00671,Access Line ID,AL000671
CSSS00671,Circuit ID,CIR000671
CSSS00671,Technology Type,FTTC
SAS00672,Asset ID,SAS00672
SAS00672,Access Line ID,AL000672
SAS00672,Circuit ID,CIR000672
SAS00672,Technology Type,FTTP
SAS00673,Asset ID,SAS00673
SAS00673,Access Line ID,AL000673
SAS00673,Circuit ID,CIR000673
SAS00673,Technology Type,Copper
SAS00674,Asset ID,SAS00674
SAS00674,Access Line ID,AL000674
SAS00674,Circuit ID,CIR000674
SAS00674,Technology Type,FTTC
SAS00675,Asset ID,SAS00675
SAS00675,Access Line ID,AL000675
SAS00675,Circuit ID,CIR000675
SAS00675,Technology Type,Copper
SAS00676,Asset ID,SAS00676
SAS00676,Access Line ID,AL000676
SAS00676,Circuit ID,CIR000676
SAS00676,Technology Type,FTTC
SAS00677,Asset ID,SAS00677
SAS00677,Access Line ID,AL000677
SAS00677,Circuit ID,CIR000677
SAS00677,Technology Type,FTTP
SAS00678,Asset ID,SAS00678
SAS00678,Access Line ID,AL000678
SAS00678,Circuit ID,CIR000678
SAS00678,Technology Type,FTTP
SAS00679,Asset ID,SAS00679
SAS00679,Access Line ID,AL000679
SAS00679,Circuit ID,CIR000679
SAS00679,Technology Type,FTTC
SAS00680,Asset ID,SAS00680
SAS00680,Access Line ID,AL000680
SAS00680,Circuit ID,CIR000680
SAS00680,Technology Type,Copper
SAS00681,Asset ID,SAS00681
SAS00681,Access Line ID,AL000681
SAS00681,Circuit ID,CIR000681
SAS00681,Technology Type,FTTC
SAS00682,Asset ID,SAS00682
SAS00682,Access Line ID,AL000682
SAS00682,Circuit ID,CIR000682
SAS00682,Technology Type,Copper
SAS00683,Asset ID,SAS00683
SAS00683,Access Line ID,AL000683
SAS00683,Circuit ID,CIR000683
SAS00683,Technology Type,FTTC
SAS00684,Asset ID,SAS00684
SAS00684,Access Line ID,AL000684
SAS00684,Circuit ID,CIR000684
SAS00684,Technology Type,Copper
SAS00685,Asset ID,SAS00685
SAS00685,Access Line ID,AL000685
SAS00685,Circuit ID,CIR000685
SAS00685,Technology Type,FTTC
CSSS00686,Asset ID,SAS00686
CSSS00686,Access Line ID,AL000686
CSSS00686,Circuit ID,CIR000686
CSSS00686,Technology Type,FTTP
SAS00687,Asset ID,SAS00687
SAS00687,Access Line ID,AL000687
SAS00687,Circuit ID,CIR000687
SAS00687,Technology Type,FTTP
SAS00688,Asset ID,SAS00688
SAS00688,Access Line ID,AL000688
SAS00688,Circuit ID,CIR000688
SAS00688,Technology Type,Copper
SAS00689,Asset ID,SAS00689
SAS00689,Access Line ID,AL000689
SAS00689,Circuit ID,CIR000689
SAS00689,Technology Type,Copper
SAS00690,Asset ID,SAS00690
SAS00690,Access Line ID,AL000690
SAS00690,Circuit ID,CIR000690
SAS00690,Technology Type,Copper
SAS00691,Asset ID,SAS00691
SAS00691,Access Line ID,AL000691
SAS00691,Circuit ID,CIR000691
SAS00691,Technology Type,Copper
CSSS00692,Asset ID,SAS00692
CSSS00692,Access Line ID,AL000692
CSSS00692,Circuit ID,CIR000692
CSSS00692,Technology Type,Copper
SAS00693,Asset ID,SAS00693
SAS00693,Access Line ID,AL000693
SAS00693,Circuit ID,CIR000693
SAS00693,Technology Type,FTTP
SAS00694,Asset ID,SAS00694
SAS00694,Access Line ID,AL000694
SAS00694,Circuit ID,CIR000694
SAS00694,Technology Type,Copper
SAS00695,Asset ID,SAS00695
SAS00695,Access Line ID,AL000695
SAS00695,Circuit ID,CIR000695
SAS00695,Technology Type,FTTC
CSSS00696,Asset ID,SAS00696
CSSS00696,Access Line ID,AL000696
CSSS00696,Circuit ID,CIR000696
CSSS00696,Technology Type,FTTP
SAS00697,Asset ID,SAS00697
SAS00697,Access Line ID,AL000697
SAS00697,Circuit ID,CIR000697
SAS00697,Technology Type,Copper
SAS00698,Asset ID,SAS00698
SAS00698,Access Line ID,AL000698
SAS00698,Circuit ID,CIR000698
SAS00698,Technology Type,FTTP
SAS00699,Asset ID,SAS00699
SAS00699,Access Line ID,AL000699
SAS00699,Circuit ID,CIR000699
SAS00699,Technology Type,FTTP
SAS00700,Asset ID,SAS00700
SAS00700,Access Line ID,AL000700
SAS00700,Circuit ID,CIR000700
SAS00700,Technology Type,FTTC
SAS00701,Asset ID,SAS00701
SAS00701,Access Line ID,AL000701
SAS00701,Circuit ID,CIR000701
SAS00701,Technology Type,FTTP
SAS00702,Asset ID,SAS00702
SAS00702,Access Line ID,AL000702
SAS00702,Circuit ID,CIR000702
SAS00702,Technology Type,Copper
CSSS00703,Asset ID,SAS00703
CSSS00703,Access Line ID,AL000703
CSSS00703,Circuit ID,CIR000703
CSSS00703,Technology Type,Copper
SAS00704,Asset ID,SAS00704
SAS00704,Access Line ID,AL000704
SAS00704,Circuit ID,CIR000704
SAS00704,Technology Type,FTTC
SAS00705,Asset ID,SAS00705
SAS00705,Access Line ID,AL000705
SAS00705,Circuit ID,CIR000705
SAS00705,Technology Type,Copper
SAS00706,Asset ID,SAS00706
SAS00706,Access Line ID,AL000706
SAS00706,Circuit ID,CIR000706
SAS00706,Technology Type,FTTC
SAS00707,Asset ID,SAS00707
SAS00707,Access Line ID,AL000707
SAS00707,Circuit ID,CIR000707
SAS00707,Technology Type,FTTP
SAS00708,Asset ID,SAS00708
SAS00708,Access Line ID,AL000708
SAS00708,Circuit ID,CIR000708
SAS00708,Technology Type,FTTC
SAS00709,Asset ID,SAS00709
SAS00709,Access Line ID,AL000709
SAS00709,Circuit ID,CIR000709
SAS00709,Technology Type,Copper
SAS00710,Asset ID,SAS00710
SAS00710,Access Line ID,AL000710
SAS00710,Circuit ID,CIR000710
SAS00710,Technology Type,FTTP
SAS00711,Asset ID,SAS00711
SAS00711,Access Line ID,AL000711
SAS00711,Circuit ID,CIR000711
SAS00711,Technology Type,FTTC
SAS00712,Asset ID,SAS00712
SAS00712,Access Line ID,AL000712
SAS00712,Circuit ID,CIR000712
SAS00712,Technology Type,FTTC
SAS00713,Asset ID,SAS00713
SAS00713,Access Line ID,AL000713
SAS00713,Circuit ID,CIR000713
SAS00713,Technology Type,FTTC
SAS00714,Asset ID,SAS00714
SAS00714,Access Line ID,AL000714
SAS00714,Circuit ID,CIR000714
SAS00714,Technology Type,FTTC
SAS00715,Asset ID,SAS00715
SAS00715,Access Line ID,AL000715
SAS00715,Circuit ID,CIR000715
SAS00715,Technology Type,FTTC
SAS00716,Asset ID,SAS00716
SAS00716,Access Line ID,AL000716
SAS00716,Circuit ID,CIR000716
SAS00716,Technology Type,FTTP
SAS00717,Asset ID,SAS00717
SAS00717,Access Line ID,AL000717
SAS00717,Circuit ID,CIR000717
SAS00717,Technology Type,FTTP
SAS00718,Asset ID,SAS00718
SAS00718,Access Line ID,AL000718
SAS00718,Circuit ID,CIR000718
SAS00718,Technology Type,FTTP
SAS00719,Asset ID,SAS00719
SAS00719,Access Line ID,AL000719
SAS00719,Circuit ID,CIR000719
SAS00719,Technology Type,FTTC
SAS00720,Asset ID,SAS00720
SAS00720,Access Line ID,AL000720
SAS00720,Circuit ID,CIR000720
SAS00720,Technology Type,FTTP
SAS00721,Asset ID,SAS00721
SAS00721,Access Line ID,AL000721
SAS00721,Circuit ID,CIR000721
SAS00721,Technology Type,FTTP
SAS00722,Asset ID,SAS00722
SAS00722,Access Line ID,AL000722
SAS00722,Circuit ID,CIR000722
SAS00722,Technology Type,Copper
SAS00723,Asset ID,SAS00723
SAS00723,Access Line ID,AL000723
SAS00723,Circuit ID,CIR000723
SAS00723,Technology Type,FTTP
SAS00724,Asset ID,SAS00724
SAS00724,Access Line ID,AL000724
SAS00724,Circuit ID,CIR000724
SAS00724,Technology Type,FTTC
SAS00725,Asset ID,SAS00725
SAS00725,Access Line ID,AL000725
SAS00725,Circuit ID,CIR000725
SAS00725,Technology Type,Copper
CSSS00726,Asset ID,SAS00726
CSSS00726,Access Line ID,AL000726
CSSS00726,Circuit ID,CIR000726
CSSS00726,Technology Type,FTTC
SAS00727,Asset ID,SAS00727
SAS00727,Access Line ID,AL000727
SAS00727,Circuit ID,CIR000727
SAS00727,Technology Type,Copper
SAS00728,Asset ID,SAS00728
SAS00728,Access Line ID,AL000728
SAS00728,Circuit ID,CIR000728
SAS00728,Technology Type,FTTC
SAS00729,Asset ID,SAS00729
SAS00729,Access Line ID,AL000729
SAS00729,Circuit ID,CIR000729
SAS00729,Technology Type,FTTC
SAS00730,Asset ID,SAS00730
SAS00730,Access Line ID,AL000730
SAS00730,Circuit ID,CIR000730
SAS00730,Technology Type,FTTC
SAS00731,Asset ID,SAS00731
SAS00731,Access Line ID,AL000731
SAS00731,Circuit ID,CIR000731
SAS00731,Technology Type,FTTC
CSSS00732,Asset ID,SAS00732
CSSS00732,Access Line ID,AL000732
CSSS00732,Circuit ID,CIR000732
CSSS00732,Technology Type,FTTP
SAS00733,Asset ID,SAS00733
SAS00733,Access Line ID,AL000733
SAS00733,Circuit ID,CIR000733
SAS00733,Technology Type,FTTP
SAS00734,Asset ID,SAS00734
SAS00734,Access Line ID,AL000734
SAS00734,Circuit ID,CIR000734
SAS00734,Technology Type,FTTP
SAS00735,Asset ID,SAS00735
SAS00735,Access Line ID,AL000735
SAS00735,Circuit ID,CIR000735
SAS00735,Technology Type,Copper
SAS00736,Asset ID,SAS00736
SAS00736,Access Line ID,AL000736
SAS00736,Circuit ID,CIR000736
SAS00736,Technology Type,Copper
SAS00737,Asset ID,SAS00737
SAS00737,Access Line ID,AL000737
SAS00737,Circuit ID,CIR000737
SAS00737,Technology Type,FTTP
SAS00738,Asset ID,SAS00738
SAS00738,Access Line ID,AL000738
SAS00738,Circuit ID,CIR000738
SAS00738,Technology Type,FTTP
CSSS00739,Asset ID,SAS00739
CSSS00739,Access Line ID,AL000739
CSSS00739,Circuit ID,CIR000739
CSSS00739,Technology Type,FTTC
SAS00740,Asset ID,SAS00740
SAS00740,Access Line ID,AL000740
SAS00740,Circuit ID,CIR000740
SAS00740,Technology Type,Copper
SAS00741,Asset ID,SAS00741
SAS00741,Access Line ID,AL000741
SAS00741,Circuit ID,CIR000741
SAS00741,Technology Type,FTTP
SAS00742,Asset ID,SAS00742
SAS00742,Access Line ID,AL000742
SAS00742,Circuit ID,CIR000742
SAS00742,Technology Type,Copper
SAS00743,Asset ID,SAS00743
SAS00743,Access Line ID,AL000743
SAS00743,Circuit ID,CIR000743
SAS00743,Technology Type,FTTP
SAS00744,Asset ID,SAS00744
SAS00744,Access Line ID,AL000744
SAS00744,Circuit ID,CIR000744
SAS00744,Technology Type,FTTP
SAS00745,Asset ID,SAS00745
SAS00745,Access Line ID,AL000745
SAS00745,Circuit ID,CIR000745
SAS00745,Technology Type,Copper
SAS00746,Asset ID,SAS00746
SAS00746,Access Line ID,AL000746
SAS00746,Circuit ID,CIR000746
SAS00746,Technology Type,FTTP
SAS00747,Asset ID,SAS00747
SAS00747,Access Line ID,AL000747
SAS00747,Circuit ID,CIR000747
SAS00747,Technology Type,Copper
SAS00748,Asset ID,SAS00748
SAS00748,Access Line ID,AL000748
SAS00748,Circuit ID,CIR000748
SAS00748,Technology Type,Copper
SAS00749,Asset ID,SAS00749
SAS00749,Access Line ID,AL000749
SAS00749,Circuit ID,CIR000749
SAS00749,Technology Type,Copper
SAS00750,Asset ID,SAS00750
SAS00750,Access Line ID,AL000750
SAS00750,Circuit ID,CIR000750
SAS00750,Technology Type,Copper
CSSS00751,Asset ID,SAS00751
CSSS00751,Access Line ID,AL000751
CSSS00751,Circuit ID,CIR000751
CSSS00751,Technology Type,FTTC
SAS00752,Asset ID,SAS00752
SAS00752,Access Line ID,AL000752
SAS00752,Circuit ID,CIR000752
SAS00752,Technology Type,FTTP
SAS00753,Asset ID,SAS00753
SAS00753,Access Line ID,AL000753
SAS00753,Circuit ID,CIR000753
SAS00753,Technology Type,FTTP
SAS00754,Asset ID,SAS00754
SAS00754,Access Line ID,AL000754
SAS00754,Circuit ID,CIR000754
SAS00754,Technology Type,Copper
SAS00755,Asset ID,SAS00755
SAS00755,Access Line ID,AL000755
SAS00755,Circuit ID,CIR000755
SAS00755,Technology Type,FTTP
SAS00756,Asset ID,SAS00756
SAS00756,Access Line ID,AL000756
SAS00756,Circuit ID,CIR000756
SAS00756,Technology Type,Copper
CSSS00757,Asset ID,SAS00757
CSSS00757,Access Line ID,AL000757
CSSS00757,Circuit ID,CIR000757
CSSS00757,Technology Type,Copper
SAS00758,Asset ID,SAS00758
SAS00758,Access Line ID,AL000758
SAS00758,Circuit ID,CIR000758
SAS00758,Technology Type,Copper
SAS00759,Asset ID,SAS00759
SAS00759,Access Line ID,AL000759
SAS00759,Circuit ID,CIR000759
SAS00759,Technology Type,FTTC
SAS00760,Asset ID,SAS00760
SAS00760,Access Line ID,AL000760
SAS00760,Circuit ID,CIR000760
SAS00760,Technology Type,Copper
SAS00761,Asset ID,SAS00761
SAS00761,Access Line ID,AL000761
SAS00761,Circuit ID,CIR000761
SAS00761,Technology Type,FTTP
SAS00762,Asset ID,SAS00762
SAS00762,Access Line ID,AL000762
SAS00762,Circuit ID,CIR000762
SAS00762,Technology Type,Copper
SAS00763,Asset ID,SAS00763
SAS00763,Access Line ID,AL000763
SAS00763,Circuit ID,CIR000763
SAS00763,Technology Type,FTTC
CSSS00764,Asset ID,SAS00764
CSSS00764,Access Line ID,AL000764
CSSS00764,Circuit ID,CIR000764
CSSS00764,Technology Type,FTTP
SAS00765,Asset ID,SAS00765
SAS00765,Access Line ID,AL000765
SAS00765,Circuit ID,CIR000765
SAS00765,Technology Type,FTTC
SAS00766,Asset ID,SAS00766
SAS00766,Access Line ID,AL000766
SAS00766,Circuit ID,CIR000766
SAS00766,Technology Type,FTTC
SAS00767,Asset ID,SAS00767
SAS00767,Access Line ID,AL000767
SAS00767,Circuit ID,CIR000767
SAS00767,Technology Type,FTTC
SAS00768,Asset ID,SAS00768
SAS00768,Access Line ID,AL000768
SAS00768,Circuit ID,CIR000768
SAS00768,Technology Type,Copper
SAS00769,Asset ID,SAS00769
SAS00769,Access Line ID,AL000769
SAS00769,Circuit ID,CIR000769
SAS00769,Technology Type,FTTC
SAS00770,Asset ID,SAS00770
SAS00770,Access Line ID,AL000770
SAS00770,Circuit ID,CIR000770
SAS00770,Technology Type,FTTP
CSSS00771,Asset ID,SAS00771
CSSS00771,Access Line ID,AL000771
CSSS00771,Circuit ID,CIR000771
CSSS00771,Technology Type,Copper
SAS00772,Asset ID,SAS00772
SAS00772,Access Line ID,AL000772
SAS00772,Circuit ID,CIR000772
SAS00772,Technology Type,FTTP
SAS00773,Asset ID,SAS00773
SAS00773,Access Line ID,AL000773
SAS00773,Circuit ID,CIR000773
